date,area_name,population,water_supplied_liters,water_consumed_liters,temperature_c,rainfall_mm,humidity_percent,complaints_count,leak_reports,supply_status
2024-06-29,Chettipalayam,8318,305167,83817,34.7,0.2,56.1,26,9,No Supply
2024-06-29,Irugur,16565,318078,294972,30.0,7.6,94.9,26,10,Low Pressure
2024-06-29,Sulur,9798,209367,129555,34.6,53.0,89.3,33,9,No Supply
2024-06-29,Nallampalayam,10078,233803,309068,29.6,116.1,91.0,7,2,Normal
2024-06-29,Annur,9032,250593,64741,33.1,71.1,73.1,25,0,Delayed
2024-06-29,Mettupalayam Road,23373,349952,207637,25.2,52.8,79.8,24,9,No Supply
2024-06-29,PN Palayam,5477,130495,56795,36.1,106.5,57.2,20,6,Delayed
2024-06-29,Tatabad,9904,196140,66844,37.6,39.9,55.5,10,9,Low Pressure
2024-06-29,Lakshmi Mills,8834,278036,191622,32.3,7.3,94.0,23,0,No Supply
2024-06-29,Five Roads,4613,205977,151257,21.0,107.6,47.2,14,3,Normal
2024-06-29,Puliakulam,20273,170493,211771,29.3,103.1,88.7,13,0,Normal
2024-06-29,Udayampalayam,17332,304398,68921,32.7,80.8,91.0,26,8,No Supply
2024-06-29,Ramanathapuram,4136,176137,147725,22.7,64.2,65.1,22,7,No Supply
2024-06-29,Trichy Road,10814,84601,169617,24.6,93.3,67.2,6,8,Normal
2024-06-29,Peedampalli,11945,75743,132805,37.5,66.7,70.6,19,3,No Supply
2024-06-29,Kovilpalayam,23109,187513,138372,31.0,123.6,61.4,22,10,Normal
2024-06-29,Idigarai,24194,125237,286916,31.3,72.9,75.1,19,11,Normal
2024-06-29,NGGO Colony,10544,62700,69676,24.0,127.2,94.6,18,8,Low Pressure
2024-06-29,Sitra,3652,251543,217025,21.1,131.7,45.4,19,1,Normal
2024-06-29,Vilangudi,14831,148635,252685,35.9,28.4,65.0,21,5,Low Pressure
2024-06-29,Edayarpalayam,16375,244845,51333,32.3,18.0,87.3,11,2,Low Pressure
2024-06-29,Karumathampatti,16010,86435,55581,24.9,58.0,53.6,26,2,Low Pressure
2024-06-29,Kovaipudur,3287,185836,211066,31.5,23.3,73.8,22,8,Low Pressure
2024-06-29,Telungupalayam,8113,202847,265735,23.1,117.4,89.3,4,9,Low Pressure
2024-06-29,Sivanandhapuram,5561,140240,241845,30.4,38.8,66.4,23,9,No Supply
2024-06-29,Appanaickenpatti,23945,341718,185989,21.6,13.8,47.0,5,4,Normal
2024-06-29,Vadavalli West,13509,79240,273237,27.3,36.5,61.9,30,8,No Supply
2024-06-29,Kamarajar Road,17072,294112,64934,27.6,10.9,67.7,27,5,No Supply
2024-06-29,Red Fields,18248,336066,104190,28.2,23.3,57.6,5,4,No Supply
2024-06-29,Bharathi Nagar,3428,110762,96779,21.3,17.6,90.6,24,5,Normal
2024-06-29,Balaji Nagar,24826,331478,198535,29.1,35.7,81.0,28,6,Delayed
2024-06-29,Sri Ram Nagar,20746,265479,248820,24.0,87.4,51.5,14,4,Low Pressure
2024-06-29,Vivekananda Nagar,12627,130462,180228,37.4,55.3,91.2,34,3,No Supply
2024-06-29,Shanmuga Nagar,16659,92507,72315,38.1,4.6,77.0,5,10,No Supply
2024-06-29,Subramaniyapuram,12792,291877,56231,33.5,74.0,87.0,15,7,Low Pressure
2024-06-29,Ram Nagar,13044,274445,198265,36.1,66.8,68.1,19,6,Low Pressure
2024-06-29,Alagesan Road,11720,307745,234481,21.5,89.0,46.6,3,9,Low Pressure
2024-06-29,Nehru Nagar,13377,288417,135562,27.6,86.5,83.9,11,2,Low Pressure
2024-06-29,Sowripalayam,24597,176259,182795,21.6,14.3,86.7,10,10,Normal
2024-06-29,Avarampalayam,21156,229902,327396,28.6,129.6,93.6,31,6,Low Pressure
2024-06-29,Chokkampudur,14891,146321,277784,35.0,40.2,71.1,21,10,Delayed
2024-06-29,Marudhamalai Road,7364,205963,263224,32.2,64.9,62.1,16,2,Low Pressure
2024-06-29,Thirumalayampalayam,9457,162523,290035,22.7,101.8,74.1,26,4,Normal
2024-06-30,Gandhipuram,12572,189711,304764,32.4,32.0,94.6,19,2,Low Pressure
2024-06-30,RS Puram,17265,231771,256286,36.0,121.9,82.0,31,3,Low Pressure
2024-06-30,Saibaba Colony,16173,243005,78498,34.7,70.6,77.0,19,3,No Supply
2024-06-30,Peelamedu,5120,192889,116802,22.4,91.1,76.6,23,4,No Supply
2024-06-30,Ukkadam,22188,142536,90914,25.8,48.4,77.7,10,11,Delayed
2024-06-30,Singanallur,14029,155747,240008,22.2,52.7,73.9,11,3,Low Pressure
2024-06-30,Ganapathy,7920,207445,97142,32.1,54.4,81.3,7,8,Normal
2024-06-30,Saravanampatti,22218,168763,170173,24.5,132.5,66.0,11,6,Normal
2024-06-30,Kalapatti,18445,324820,92904,34.2,27.3,58.2,14,2,Low Pressure
2024-06-30,Thudiyalur,20523,132454,111789,21.5,124.5,84.9,28,0,Delayed
2024-06-30,Koundampalayam,4840,265292,304000,35.9,81.4,69.4,21,11,Delayed
2024-06-30,Vadavalli,22243,64492,313049,32.0,95.4,61.3,11,7,Normal
2024-06-30,Race Course,17239,230594,209983,37.7,27.6,91.2,15,6,Delayed
2024-06-30,Town Hall,4670,332775,68173,30.8,6.0,94.9,25,8,Normal
2024-06-30,Sidhapudur,14408,227724,289622,27.8,100.6,57.1,32,9,Delayed
2024-06-30,Avinashi Road,15741,278786,182997,38.5,32.0,48.4,4,9,Low Pressure
2024-06-30,Ondipudur,14304,256423,122470,37.7,55.1,86.0,26,8,No Supply
2024-06-30,Hope College,24656,337791,248375,37.0,12.5,47.6,10,5,No Supply
2024-06-30,Chinniyampalayam,4516,236042,109210,24.3,125.8,61.6,18,10,Low Pressure
2024-06-30,Neelikonampalayam,22743,283981,213320,26.2,91.2,52.8,11,10,Delayed
2024-06-30,Podanur,6897,349922,229344,34.9,17.3,89.7,6,2,No Supply
2024-06-30,Kuniyamuthur,4983,94385,258737,33.6,33.7,68.4,8,7,Normal
2024-06-30,Sundarapuram,23889,286064,57065,29.7,138.0,84.8,18,1,No Supply
2024-06-30,Perur,7726,127961,166959,31.1,118.6,81.0,32,4,Normal
2024-06-30,Madukkarai,20080,208840,195843,37.4,111.3,58.6,27,6,Normal
2024-06-30,Kurichi,12851,288021,59921,22.8,5.6,47.8,18,0,No Supply
2024-06-30,Kuniamuthur,12161,157859,199916,26.8,82.2,87.3,30,5,Normal
2024-06-30,Malumichampatti,12584,123754,236361,35.4,70.6,73.8,7,10,Low Pressure
2024-06-30,Selvapuram,11038,160627,77087,31.6,104.2,67.8,18,7,Low Pressure
2024-06-30,Vellalore,8935,157977,310500,28.8,130.5,91.5,17,7,No Supply
2024-06-30,Chettipalayam,10228,87498,199786,33.7,136.4,88.9,33,2,Delayed
2024-06-30,Irugur,21131,167720,161629,34.9,5.8,47.7,25,0,Low Pressure
2024-06-30,Sulur,23139,205194,80187,30.9,49.0,83.2,4,8,Normal
2024-06-30,Nallampalayam,14255,297292,282202,34.0,67.0,55.7,9,4,Normal
2024-06-30,Annur,10483,237917,158497,25.5,93.2,77.0,13,6,No Supply
2024-06-30,Mettupalayam Road,17770,66636,281842,22.9,115.8,68.9,13,8,Delayed
2024-06-30,PN Palayam,10444,306587,297289,30.9,71.5,56.8,9,7,Low Pressure
2024-06-30,Tatabad,3066,347458,100880,35.1,136.3,92.4,3,3,Normal
2024-06-30,Lakshmi Mills,11505,305309,136446,25.7,35.9,46.9,25,9,Low Pressure
2024-06-30,Five Roads,13191,187341,121786,38.2,70.3,67.9,0,0,Normal
2024-06-30,Puliakulam,10079,277679,69476,35.6,45.1,57.8,27,9,Delayed
2024-06-30,Udayampalayam,17176,164315,54265,21.4,65.6,57.4,16,5,No Supply
2024-06-30,Ramanathapuram,23064,252183,134143,26.0,12.6,62.4,15,1,No Supply
2024-06-30,Trichy Road,21518,142600,276726,28.3,135.5,76.5,14,5,Low Pressure
2024-06-30,Peedampalli,16196,97323,113002,36.0,9.7,56.8,34,3,Delayed
2024-06-30,Kovilpalayam,6329,326937,321139,28.1,53.6,62.7,20,0,Delayed
2024-06-30,Idigarai,9391,250696,60348,26.5,63.8,75.5,22,4,Normal
2024-06-30,NGGO Colony,24992,280011,191221,36.8,112.3,47.4,14,0,Low Pressure
2024-06-30,Sitra,20935,176496,177513,32.9,29.2,72.9,2,3,No Supply
2024-06-30,Vilangudi,18247,325019,137520,33.4,74.0,46.5,19,4,Low Pressure
2024-06-30,Edayarpalayam,8802,119972,315153,37.3,44.1,46.7,31,3,Low Pressure
2024-06-30,Karumathampatti,4000,302522,312422,24.8,122.9,92.5,21,5,Delayed
2024-06-30,Kovaipudur,14379,101556,92612,27.6,84.2,81.9,8,6,No Supply
2024-06-30,Telungupalayam,17475,296262,139956,38.0,116.0,52.0,6,9,Normal
2024-06-30,Sivanandhapuram,19294,231875,180635,37.3,117.1,62.4,24,5,No Supply
2024-06-30,Appanaickenpatti,5594,271656,145068,24.5,79.3,81.4,3,4,Normal
2024-06-30,Vadavalli West,9683,315277,188502,23.5,82.5,79.9,26,4,Low Pressure
2024-06-30,Kamarajar Road,6129,91024,136867,25.0,115.9,91.8,21,3,Low Pressure
2024-06-30,Red Fields,20345,187295,327472,26.8,122.6,94.9,13,2,Delayed
2024-06-30,Bharathi Nagar,17042,141286,239607,29.3,96.7,66.5,25,2,Low Pressure
2024-06-30,Balaji Nagar,3725,109347,244021,30.1,131.6,73.2,3,5,Low Pressure
2024-06-30,Sri Ram Nagar,12408,129207,74274,38.0,101.3,65.4,2,11,Low Pressure
2024-06-30,Vivekananda Nagar,24916,247595,212124,35.5,7.5,77.2,34,3,Low Pressure
2024-06-30,Shanmuga Nagar,10474,200129,273277,21.3,95.3,73.8,19,4,No Supply
2024-06-30,Subramaniyapuram,17306,298855,176170,32.1,33.8,93.5,13,4,No Supply
2024-06-30,Ram Nagar,24499,88029,81843,34.5,78.3,88.0,2,6,Low Pressure
2024-06-30,Alagesan Road,9387,108445,76701,36.5,28.1,93.6,26,8,No Supply
2024-06-30,Nehru Nagar,5200,178602,294525,34.4,44.9,92.4,19,8,No Supply
2024-06-30,Sowripalayam,22760,200791,183371,21.2,126.7,67.1,33,3,Delayed
2024-06-30,Avarampalayam,6022,243438,157319,29.6,75.9,46.5,13,4,Normal
2024-06-30,Chokkampudur,15005,92007,242813,28.1,106.0,64.8,15,10,Low Pressure
2024-06-30,Marudhamalai Road,15444,108564,59183,38.0,113.5,87.0,30,2,Delayed
2024-06-30,Thirumalayampalayam,10194,221045,315545,31.6,33.8,46.4,22,5,Delayed
2024-07-01,Gandhipuram,5038,119811,244437,31.0,28.8,84.3,5,7,No Supply
2024-07-01,RS Puram,19752,63361,307158,23.2,47.4,86.9,20,0,Normal
2024-07-01,Saibaba Colony,21266,206276,141796,31.1,103.0,87.9,10,8,No Supply
2024-07-01,Peelamedu,18499,252646,222597,22.9,29.5,59.4,32,3,Low Pressure
2024-07-01,Ukkadam,7773,169806,162275,35.1,133.1,67.4,26,3,Normal
2024-07-01,Singanallur,3133,267964,204776,33.3,72.2,52.3,3,9,No Supply
2024-07-01,Ganapathy,5230,276920,276908,33.5,39.7,77.4,7,11,Low Pressure
2024-07-01,Saravanampatti,15539,169897,208307,34.0,89.5,93.2,10,11,Normal
2024-07-01,Kalapatti,5960,111240,220182,29.9,118.8,73.1,11,6,Normal
2024-07-01,Thudiyalur,21600,203940,268961,34.7,103.8,84.5,9,3,No Supply
2024-07-01,Koundampalayam,5635,96034,257458,29.0,52.7,56.1,28,7,No Supply
2024-07-01,Vadavalli,13049,105927,123291,34.2,105.1,56.2,19,1,Low Pressure
2024-07-01,Race Course,5500,77057,183504,29.5,129.1,88.8,18,9,Delayed
2024-07-01,Town Hall,15138,217990,274255,34.8,116.0,74.8,29,8,Delayed
2024-07-01,Sidhapudur,22337,142562,82510,29.3,22.6,73.7,2,6,Low Pressure
2024-07-01,Avinashi Road,14034,327462,51559,24.2,134.6,48.8,3,10,No Supply
2024-07-01,Ondipudur,16784,246062,163271,23.0,18.5,61.7,11,3,No Supply
2024-07-01,Hope College,13628,192881,173256,35.3,95.3,65.5,19,3,Delayed
2024-07-01,Chinniyampalayam,20595,170394,64293,25.2,72.2,94.9,2,5,Low Pressure
2024-07-01,Neelikonampalayam,7318,266227,270159,25.3,4.8,80.7,19,2,No Supply
2024-07-01,Podanur,23721,119495,259744,28.8,2.9,85.0,21,6,Low Pressure
2024-07-01,Kuniyamuthur,22672,61986,265444,30.7,7.8,56.3,33,5,Delayed
2024-07-01,Sundarapuram,18695,141762,322083,23.9,106.2,46.4,21,2,Normal
2024-07-01,Perur,8818,84168,276731,35.8,71.8,67.6,25,10,Low Pressure
2024-07-01,Madukkarai,21859,173467,107326,25.4,100.2,62.0,14,1,Delayed
2024-07-01,Kurichi,11044,109957,249398,28.4,110.3,45.8,3,0,Low Pressure
2024-07-01,Kuniamuthur,24095,138854,268341,27.3,56.5,71.9,24,9,No Supply
2024-07-01,Malumichampatti,18975,344879,287528,34.2,123.9,84.8,1,1,No Supply
2024-07-01,Selvapuram,5500,217088,159730,32.2,70.5,49.2,14,5,Normal
2024-07-01,Vellalore,22161,85793,189809,31.1,90.0,66.3,21,11,Low Pressure
2024-07-01,Chettipalayam,17036,291167,315826,36.8,73.8,66.8,9,6,No Supply
2024-07-01,Irugur,7970,174263,90953,23.7,21.3,64.4,5,4,Normal
2024-07-01,Sulur,4996,134521,230880,36.4,27.0,74.9,30,8,Normal
2024-07-01,Nallampalayam,10537,204994,274680,28.8,54.7,75.7,4,9,No Supply
2024-07-01,Annur,8077,281759,320427,34.5,97.5,89.9,18,6,Normal
2024-07-01,Mettupalayam Road,9004,339511,84005,33.1,115.5,75.0,22,1,Normal
2024-07-01,PN Palayam,6352,87424,153363,22.8,32.2,67.3,24,0,Low Pressure
2024-07-01,Tatabad,15650,67309,77821,23.6,60.9,51.5,16,5,Delayed
2024-07-01,Lakshmi Mills,10334,172694,115118,27.6,129.4,55.6,18,5,Delayed
2024-07-01,Five Roads,11858,220752,100189,28.2,122.1,78.1,25,10,Delayed
2024-07-01,Puliakulam,13195,314925,87417,32.5,4.7,54.8,4,0,Delayed
2024-07-01,Udayampalayam,18475,348055,186153,30.0,135.4,78.7,6,11,Normal
2024-07-01,Ramanathapuram,16243,87270,107901,31.1,62.5,51.2,3,3,Low Pressure
2024-07-01,Trichy Road,11387,111074,201797,24.9,126.3,47.0,3,5,Delayed
2024-07-01,Peedampalli,13002,84294,102329,32.8,24.0,77.0,16,0,Normal
2024-07-01,Kovilpalayam,12064,65959,296899,23.2,36.8,63.1,18,7,Normal
2024-07-01,Idigarai,16693,308721,54149,22.9,15.4,86.9,15,6,No Supply
2024-07-01,NGGO Colony,3175,249725,146713,33.6,9.0,72.6,30,0,Normal
2024-07-01,Sitra,7897,262583,209820,29.7,12.5,57.0,13,10,No Supply
2024-07-01,Vilangudi,4603,281413,73821,24.0,3.0,82.6,13,9,Delayed
2024-07-01,Edayarpalayam,22982,292064,67095,37.8,70.3,64.7,23,2,Delayed
2024-07-01,Karumathampatti,11908,307993,114393,28.5,12.0,76.1,10,6,No Supply
2024-07-01,Kovaipudur,9731,333679,280240,28.2,69.6,94.8,15,2,Normal
2024-07-01,Telungupalayam,6039,341059,166077,35.5,6.9,57.2,21,5,Delayed
2024-07-01,Sivanandhapuram,8911,332589,267381,27.7,41.7,94.3,23,2,Delayed
2024-07-01,Appanaickenpatti,18117,146528,303328,35.6,135.9,67.2,14,11,Delayed
2024-07-01,Vadavalli West,17922,342553,237907,32.8,106.3,94.0,12,8,Delayed
2024-07-01,Kamarajar Road,7681,208423,234916,35.1,138.8,71.9,4,0,No Supply
2024-07-01,Red Fields,18090,310131,107769,22.6,61.1,58.2,31,10,Low Pressure
2024-07-01,Bharathi Nagar,18620,319206,174350,23.8,71.0,84.8,7,3,Normal
2024-07-01,Balaji Nagar,4896,108261,288208,29.0,61.4,86.6,8,2,Normal
2024-07-01,Sri Ram Nagar,23016,318262,75977,35.8,97.2,93.5,11,3,No Supply
2024-07-01,Vivekananda Nagar,20335,160409,71684,26.8,47.4,48.5,32,4,Normal
2024-07-01,Shanmuga Nagar,15864,280474,88817,25.8,116.9,54.1,0,8,Normal
2024-07-01,Subramaniyapuram,16853,235193,320399,25.9,47.5,64.6,3,7,Low Pressure
2024-07-01,Ram Nagar,19153,338908,199445,29.6,19.0,79.2,4,4,Low Pressure
2024-07-01,Alagesan Road,7337,257323,51571,34.4,15.2,58.7,13,2,Normal
2024-07-01,Nehru Nagar,6323,331895,228086,37.2,109.6,57.5,17,11,Low Pressure
2024-07-01,Sowripalayam,10272,313412,283298,29.6,37.2,48.2,14,6,No Supply
2024-07-01,Avarampalayam,18181,332979,81359,22.9,119.7,77.6,24,7,Normal
2024-07-01,Chokkampudur,7775,102016,240250,31.4,22.7,64.9,0,5,Delayed
2024-07-01,Marudhamalai Road,7134,337277,287267,22.5,42.0,65.1,5,6,No Supply
2024-07-01,Thirumalayampalayam,16635,82331,231801,24.6,115.9,73.2,34,3,No Supply
2024-07-02,Gandhipuram,6423,133581,211415,38.2,27.3,54.9,6,7,Delayed
2024-07-02,RS Puram,21837,255104,182394,36.1,69.3,91.6,1,11,Delayed
2024-07-02,Saibaba Colony,14970,342358,313464,24.8,23.5,89.4,13,6,No Supply
2024-07-02,Peelamedu,16604,210061,323759,28.2,4.6,92.7,9,11,Delayed
2024-07-02,Ukkadam,16179,92777,277727,27.1,22.2,86.2,29,11,Normal
2024-07-02,Singanallur,17737,174824,181089,35.7,25.8,60.3,4,10,Delayed
2024-07-02,Ganapathy,14319,62257,154686,28.3,33.9,70.7,4,6,Normal
2024-07-02,Saravanampatti,22824,317532,175123,25.5,64.2,72.6,16,0,Delayed
2024-07-02,Kalapatti,14833,253946,306666,22.3,54.0,84.6,33,0,Delayed
2024-07-02,Thudiyalur,4655,340279,301217,24.5,129.3,59.8,6,1,Normal
2024-07-02,Koundampalayam,18903,290720,164285,27.2,33.9,69.7,24,11,Delayed
2024-07-02,Vadavalli,5447,334557,292522,22.6,60.8,71.4,3,3,No Supply
2024-07-02,Race Course,3888,171270,167661,27.4,102.2,47.8,4,0,No Supply
2024-07-02,Town Hall,17331,180652,274560,22.1,50.5,52.1,8,1,Low Pressure
2024-07-02,Sidhapudur,17160,309318,194661,30.2,101.7,50.4,25,0,Normal
2024-07-02,Avinashi Road,12366,215162,260189,35.7,33.3,64.4,4,1,Delayed
2024-07-02,Ondipudur,8770,321930,290151,33.4,89.0,86.0,15,7,Low Pressure
2024-07-02,Hope College,14477,99626,134679,25.6,82.5,78.4,22,6,Normal
2024-07-02,Chinniyampalayam,18589,165325,247848,24.8,59.0,81.2,2,10,Delayed
2024-07-02,Neelikonampalayam,21740,191576,289786,37.1,137.7,46.7,13,4,Delayed
2024-07-02,Podanur,14071,191291,50873,31.4,139.5,79.7,18,7,Delayed
2024-07-02,Kuniyamuthur,19897,305000,245301,37.4,95.6,80.7,12,7,Normal
2024-07-02,Sundarapuram,9353,178565,137978,26.4,132.8,75.7,0,8,Delayed
2024-07-02,Perur,23663,78950,51729,33.2,11.5,94.8,7,6,Low Pressure
2024-07-02,Madukkarai,20746,76859,279880,38.6,42.7,91.4,17,11,Normal
2024-07-02,Kurichi,16808,307501,166992,31.6,103.8,79.5,10,4,No Supply
2024-07-02,Kuniamuthur,16071,191894,287827,21.3,110.0,62.6,17,9,Delayed
2024-07-02,Malumichampatti,11221,129502,302975,21.2,24.2,89.8,27,8,No Supply
2024-07-02,Selvapuram,14511,336723,237963,35.8,113.7,86.4,1,2,Delayed
2024-07-02,Vellalore,16228,270629,176017,31.7,95.7,73.6,5,3,Normal
2024-07-02,Chettipalayam,20353,82999,146398,27.3,33.1,69.7,29,11,Normal
2024-07-02,Irugur,11645,215585,79050,39.0,61.7,74.4,9,7,No Supply
2024-07-02,Sulur,3153,127503,274312,32.0,132.0,63.8,33,11,No Supply
2024-07-02,Nallampalayam,6956,101068,223191,26.3,116.3,68.1,4,8,Low Pressure
2024-07-02,Annur,24720,162801,129481,28.6,34.6,68.1,22,5,Delayed
2024-07-02,Mettupalayam Road,6531,247280,312806,35.3,80.4,50.5,25,0,No Supply
2024-07-02,PN Palayam,19719,220779,110821,21.3,44.1,62.9,34,3,No Supply
2024-07-02,Tatabad,11716,191524,212251,21.9,94.7,73.3,14,2,Low Pressure
2024-07-02,Lakshmi Mills,18183,315338,306747,33.0,41.5,49.7,4,5,No Supply
2024-07-02,Five Roads,21112,70223,282485,33.9,32.0,65.3,29,11,No Supply
2024-07-02,Puliakulam,8682,259122,72222,21.8,45.1,60.9,34,11,Normal
2024-07-02,Udayampalayam,18423,316790,191084,37.5,53.5,72.7,3,0,Low Pressure
2024-07-02,Ramanathapuram,6347,271166,62362,30.9,123.2,55.8,10,1,Delayed
2024-07-02,Trichy Road,22688,165068,59398,25.5,134.5,45.4,9,3,Low Pressure
2024-07-02,Peedampalli,21975,343706,329116,35.5,79.6,63.8,31,4,No Supply
2024-07-02,Kovilpalayam,6484,86187,145089,36.1,70.5,55.0,0,9,Delayed
2024-07-02,Idigarai,23539,277095,211155,34.6,72.6,57.5,16,4,Normal
2024-07-02,NGGO Colony,13897,224437,134264,32.0,59.3,72.7,2,10,No Supply
2024-07-02,Sitra,24797,122959,121735,38.1,126.8,61.7,22,11,Low Pressure
2024-07-02,Vilangudi,16126,296507,77566,32.0,107.5,90.1,30,7,Low Pressure
2024-07-02,Edayarpalayam,24346,187822,305241,37.3,109.9,47.8,31,8,Low Pressure
2024-07-02,Karumathampatti,9430,208767,288740,37.1,73.8,73.8,15,7,Delayed
2024-07-02,Kovaipudur,10063,76622,80056,29.8,132.4,66.0,34,9,No Supply
2024-07-02,Telungupalayam,9371,78882,190550,23.2,9.6,58.4,0,5,No Supply
2024-07-02,Sivanandhapuram,16275,188079,318605,32.4,76.6,72.0,18,10,Normal
2024-07-02,Appanaickenpatti,20740,215625,264215,35.9,82.9,48.3,15,1,Normal
2024-07-02,Vadavalli West,20202,93554,152963,31.3,63.1,45.1,22,8,Delayed
2024-07-02,Kamarajar Road,9884,148702,290733,24.0,58.4,74.8,26,11,Low Pressure
2024-07-02,Red Fields,6645,121331,242767,30.0,26.8,60.5,8,0,Low Pressure
2024-07-02,Bharathi Nagar,13463,139776,216671,26.0,138.4,56.5,7,9,No Supply
2024-07-02,Balaji Nagar,9039,258394,58188,27.3,41.0,82.1,18,10,Normal
2024-07-02,Sri Ram Nagar,22648,185158,316789,26.4,64.2,65.2,25,11,Normal
2024-07-02,Vivekananda Nagar,16403,202880,324268,28.7,25.7,66.9,32,5,Low Pressure
2024-07-02,Shanmuga Nagar,4285,164339,170736,22.4,47.2,64.3,34,9,Delayed
2024-07-02,Subramaniyapuram,18258,181775,169077,23.3,80.1,71.9,17,1,No Supply
2024-07-02,Ram Nagar,11274,124502,247228,37.2,23.0,60.2,16,4,Low Pressure
2024-07-02,Alagesan Road,18856,233931,314049,29.8,17.7,50.5,21,2,Normal
2024-07-02,Nehru Nagar,4186,227547,173069,36.1,40.2,92.9,22,9,Normal
2024-07-02,Sowripalayam,23188,315379,110043,36.7,139.0,53.1,1,3,Low Pressure
2024-07-02,Avarampalayam,20153,169560,134485,33.9,83.0,73.2,7,6,Delayed
2024-07-02,Chokkampudur,11407,328171,275732,28.1,101.3,61.4,4,2,Low Pressure
2024-07-02,Marudhamalai Road,20059,277992,277783,23.7,68.4,58.6,22,6,Normal
2024-07-02,Thirumalayampalayam,6015,234791,292711,31.9,50.1,54.6,33,0,Normal
2024-07-03,Gandhipuram,16014,216195,274481,37.9,87.4,51.4,0,0,No Supply
2024-07-03,RS Puram,6272,275249,220333,21.4,97.0,90.6,14,3,No Supply
2024-07-03,Saibaba Colony,17574,265785,159488,31.4,28.6,77.4,3,5,Delayed
2024-07-03,Peelamedu,13729,76072,168529,35.3,3.0,52.7,4,7,Delayed
2024-07-03,Ukkadam,16317,144459,300473,35.6,94.4,80.7,32,2,Low Pressure
2024-07-03,Singanallur,9719,176227,286027,25.0,65.5,49.9,21,8,No Supply
2024-07-03,Ganapathy,13399,128943,125149,22.2,123.8,93.0,10,9,Normal
2024-07-03,Saravanampatti,14536,255226,126190,37.1,114.9,50.9,25,1,No Supply
2024-07-03,Kalapatti,5266,339052,297427,29.4,105.0,72.1,22,6,No Supply
2024-07-03,Thudiyalur,14491,79050,232904,34.8,31.0,56.3,1,7,Delayed
2024-07-03,Koundampalayam,23415,89853,184441,34.4,137.8,66.6,18,8,No Supply
2024-07-03,Vadavalli,17245,193638,174612,24.2,109.2,88.2,8,7,Delayed
2024-07-03,Race Course,14579,110981,118188,31.8,19.7,77.2,0,0,Normal
2024-07-03,Town Hall,13270,122054,319006,26.6,122.5,77.1,21,1,Low Pressure
2024-07-03,Sidhapudur,19631,185118,189739,30.8,3.5,47.4,25,0,Normal
2024-07-03,Avinashi Road,16626,252081,174675,34.1,19.4,81.6,10,10,Normal
2024-07-03,Ondipudur,8770,162933,239159,22.1,51.3,87.0,27,4,No Supply
2024-07-03,Hope College,20079,148220,146175,35.7,81.5,78.5,4,8,Normal
2024-07-03,Chinniyampalayam,6308,209997,163712,22.8,65.6,92.8,22,10,Low Pressure
2024-07-03,Neelikonampalayam,7179,167853,127121,35.6,93.2,70.4,27,7,Low Pressure
2024-07-03,Podanur,23368,157907,70114,33.7,90.1,57.7,30,11,Low Pressure
2024-07-03,Kuniyamuthur,19164,125419,224121,24.8,63.9,47.9,23,4,Low Pressure
2024-07-03,Sundarapuram,12258,221475,324674,25.5,65.5,78.6,8,8,No Supply
2024-07-03,Perur,6878,339424,309202,32.1,61.6,81.6,10,0,Normal
2024-07-03,Madukkarai,12314,132015,242269,29.4,11.6,51.9,15,3,No Supply
2024-07-03,Kurichi,23988,281915,290785,27.1,82.1,46.4,26,7,Delayed
2024-07-03,Kuniamuthur,19478,142588,131288,23.7,93.6,56.5,26,1,Delayed
2024-07-03,Malumichampatti,15754,176906,51903,38.8,40.0,45.2,22,5,Low Pressure
2024-07-03,Selvapuram,13123,153146,275368,32.8,4.5,51.6,24,8,Low Pressure
2024-07-03,Vellalore,11571,307438,235252,24.8,47.7,50.6,8,1,Normal
2024-07-03,Chettipalayam,10991,324133,271072,22.6,103.9,89.6,11,9,Low Pressure
2024-07-03,Irugur,21995,135469,282544,22.8,137.4,86.3,17,0,Low Pressure
2024-07-03,Sulur,24960,62125,75102,34.6,136.1,82.8,12,9,Delayed
2024-07-03,Nallampalayam,16602,250167,305804,27.4,59.1,85.7,19,2,Normal
2024-07-03,Annur,20656,135793,160822,32.6,100.9,80.7,15,6,Normal
2024-07-03,Mettupalayam Road,10783,89034,65135,26.4,13.1,75.4,17,0,No Supply
2024-07-03,PN Palayam,5496,122936,98693,29.5,71.4,84.2,30,0,No Supply
2024-07-03,Tatabad,14697,268165,227282,37.2,124.2,57.6,26,2,Normal
2024-07-03,Lakshmi Mills,13742,133494,80820,26.6,103.0,55.0,22,6,Normal
2024-07-03,Five Roads,4773,226082,289531,34.9,10.0,75.4,18,3,No Supply
2024-07-03,Puliakulam,12324,232594,181836,36.9,68.5,56.0,18,0,Normal
2024-07-03,Udayampalayam,5658,182272,319001,27.7,6.4,57.1,23,4,Low Pressure
2024-07-03,Ramanathapuram,20748,108928,309422,22.9,139.8,77.4,10,6,Delayed
2024-07-03,Trichy Road,5989,147406,231054,28.5,64.2,81.4,23,8,Normal
2024-07-03,Peedampalli,21226,79110,63641,25.2,89.5,55.8,32,3,Delayed
2024-07-03,Kovilpalayam,14928,138572,96773,21.3,86.7,62.4,2,1,Low Pressure
2024-07-03,Idigarai,10152,84992,256126,30.3,108.2,84.5,2,7,Low Pressure
